Cuisines,Restaurant_Count,Average_Rating
"North Indian, South Indian, Gujarati, Rajasthani",1,3.4
"Chinese, Continental, Singaporean",1,3.4
"Healthy Food, American, Burger, Salad",1,3.4
"North Indian, Cafe",1,3.4
"Rajasthani, North Indian",1,3.4
"Pizza, North Indian, Continental",1,3.4
"Continental, North Indian, Finger Food",1,3.4
"Contemporary, Sushi, Grill, Italian, Steak",1,3.4
"Street Food, Chinese, North Indian, Mithai",2,3.4
"Chinese, Thai, Seafood",3,3.4
Turkish,4,3.4
"North Indian, Chinese, Continental, Thai",3,3.4
"North Indian, Chinese, Italian, Finger Food",1,3.4
Andhra,1,3.4
"North Indian, Chinese, Continental, Seafood",1,3.4
"Asian, Chinese",10,3.3899999999999997
"Cafe, Tea",20,3.375
"Bakery, Desserts, Fast Food",63,3.3666666666666667
"North Indian, Italian, Fast Food",2,3.35
"Cafe, North Indian, Chinese, Continental",2,3.35
"American, Fast Food",20,3.35
"Mughlai, Chinese, North Indian",2,3.35
"Chinese, Beverages",2,3.35
"Chinese, North Indian, Street Food",2,3.35
"South Indian, North Indian, Chinese, Fast Food",2,3.3499999999999996
"Chinese, Thai, Japanese, Tibetan",2,3.3499999999999996
"Desserts, Bakery, Fast Food",3,3.3333333333333335
"North Indian, Fast Food, Mughlai",3,3.3333333333333335
European,7,3.314285714285714
"Chinese, Thai",51,3.3098039215686277
"Fast Food, Chinese, Bakery",3,3.3000000000000003
"Chinese, Mughlai",3,3.3000000000000003
"North Indian, Italian, Continental, Chinese",1,3.3
"South Indian, Chinese, Street Food, Mithai",1,3.3
"Street Food, Mughlai",1,3.3
"Chinese, Tibetan, Fast Food",1,3.3
"Kashmiri, Chinese, Mughlai",1,3.3
"Street Food, North Indian, Mithai",2,3.3
"Chinese, Thai, Malaysian, Indonesian",1,3.3
"American, BBQ, Seafood",1,3.3
"Continental, Seafood, North Indian",1,3.3
"North Indian, Chinese, Finger Food",4,3.3
"Street Food, Chinese, Mithai",1,3.3
"Pizza, Continental, Beverages",1,3.3
"Chinese, Fast Food, Ice Cream",1,3.3
"North Indian, Biryani, Mughlai",1,3.3
"Hyderabadi, North Indian",2,3.3
"American, Finger Food",1,3.3
"Fast Food, Italian, Desserts, Beverages",1,3.3
"Japanese, Chinese, Malaysian, Thai, Vietnamese",1,3.3
Brazilian,9,3.3
"North Indian, Seafood, Bengali",1,3.3
"Italian, Fast Food, North Indian, Chinese",1,3.3
"Fast Food, Italian, North Indian, Chinese",2,3.3
"American, Fast Food, Desserts, Steak",1,3.3
"North Indian, Hyderabadi",1,3.3
"American, Asian, North Indian, Mexican, South Indian",1,3.3
"Italian, Pizza, Lebanese",1,3.3
"North Indian, Mughlai, Hyderabadi",1,3.3
"North Indian, Mughlai, Fast Food, South Indian",1,3.3
"Fast Food, Chinese, Bengali",1,3.3
"North Indian, South Indian, Italian, Continental, Mediterranean, Lebanese, Desserts",1,3.3
"Mithai, South Indian",1,3.3
"Fast Food, Mithai, Bakery",1,3.3
"Mithai, North Indian, South Indian, Street Food, Chinese",1,3.3
"Fast Food, North Indian, South Indian, Chinese, Street Food, Mithai",1,3.3
"North Indian, Street Food, South Indian, Mithai",1,3.3
"Cafe, Chinese, North Indian",1,3.3
"Cafe, Italian, Mexican, Chinese, North Indian",1,3.3
"Italian, Continental, Chinese, North Indian",1,3.3
"Continental, Italian, American, North Indian",1,3.3
"Chinese, Assamese",1,3.3
"Mexican, Italian, North Indian, Continental, Asian",1,3.3
"Mithai, North Indian, South Indian, Chinese, Bakery",1,3.3
"Mughlai, Italian, Finger Food, Middle Eastern",1,3.3
"Italian, Continental, Finger Food",1,3.3
"Cafe, Chinese, Fast Food",3,3.2999999999999994
"Desserts, Ice Cream",26,3.2961538461538464
"Desserts, Bakery",11,3.272727272727273
"Continental, Fast Food",3,3.266666666666667
"Chinese, North Indian, Mughlai, Continental",3,3.266666666666667
"Cafe, Chinese",6,3.266666666666667
"North Indian, Continental",28,3.2642857142857147
Asian,18,3.2555555555555555
Goan,2,3.25
"Gujarati, Rajasthani",2,3.25
Oriya,2,3.25
"Desserts, Fast Food",6,3.2166666666666663
"Fast Food, Cafe",1,3.2
"Cafe, North Indian, Chinese, South Indian",1,3.2
"European, Italian, Thai, Chinese, North Indian",1,3.2
"Cafe, Spanish, Turkish, Greek",1,3.2
"Western, Fusion, Fast Food",1,3.2
"Cafe, Street Food",1,3.2
"Italian, French, Bakery, Cafe",1,3.2
"Biryani, Kerala",1,3.2
"Bengali, Fast Food",1,3.2
"North Indian, Kashmiri",1,3.2
"Beverages, Street Food",1,3.2
"Latin American, Mexican",1,3.2
"Fast Food, Cafe, Italian, North Indian, Chinese",1,3.2
"Fast Food, South Indian, Chinese",1,3.2
"Cafe, Mughlai, North Indian",1,3.2
"Cafe, Chinese, Continental, Italian, Desserts, Beverages",1,3.2
"Fast Food, Continental, Italian, Bakery",1,3.2
"Fast Food, North Indian, South Indian, Chinese, Bakery",1,3.2
"Continental, Chinese, North Indian, Healthy Food",1,3.2
"Mithai, North Indian, South Indian, Chinese",1,3.2
"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Mithai",1,3.2
"Chinese, Cafe, Fast Food",1,3.2
"North Indian, Greek, Mughlai",1,3.2
"North Indian, Street Food, Chinese",1,3.2
"North Indian, Fast Food, Chinese, South Indian",1,3.2
"Mithai, Street Food, North Indian, South Indian, Chinese, Fast Food, Beverages",1,3.2
"American, Japanese, Singaporean",1,3.2
"Finger Food, European",1,3.2
"Desserts, Fast Food, Chinese",1,3.2
"Chinese, North Indian, Italian, Continental",1,3.2
"Bakery, Street Food",2,3.2
"North Indian, Chinese, Tibetan, Italian, Fast Food",1,3.2
"Chinese, North Indian, Italian, Continental, Fast Food",1,3.2
"Chinese, Continental, Thai",1,3.2
"Cafe, Fast Food, Continental",1,3.2
"Healthy Food, Fast Food, Salad",1,3.2
"Continental, Thai, Chinese, North Indian",1,3.2
"Continental, North Indian, Mughlai, Chinese",2,3.2
"Continental, North Indian, Mexican",1,3.2
"Chinese, Tibetan",5,3.2
"Lebanese, Chinese",1,3.2
"North Indian, Mughlai, Chinese, Seafood",3,3.1999999999999997
"North Indian, South Indian, Street Food, Mithai",4,3.175
"Burger, Fast Food",43,3.1697674418604653
"North Indian, Continental, Fast Food",3,3.1666666666666665
"North Indian, Chinese, Fast Food, Street Food",2,3.1500000000000004
"Italian, European",2,3.15
"Japanese, Chinese, Asian, Malaysian, Thai, Vietnamese",2,3.15
"Assamese, Chinese",2,3.15
"Burger, Desserts, Fast Food",22,3.1363636363636362
"North Indian, Chinese, Italian",16,3.125
"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",8,3.1125
"Pizza, Desserts",1,3.1
"Naga, Chinese",1,3.1
"North Indian, Chinese, Mughlai, South Indian",1,3.1
"Singaporean, Australian, German",1,3.1
"Salad, Healthy Food, Burger, Italian, Continental, Chinese, North Indian, Beverages",1,3.1
"Continental, Mexican, Fast Food, North Indian, Chinese",1,3.1
"Chinese, Italian, Continental",1,3.1
"Arabian, Lebanese",1,3.1
"Kashmiri, Chinese",1,3.1
"Street Food, Fast Food, Beverages",1,3.1
"Lucknowi, Biryani",1,3.1
"Mediterranean, European",1,3.1
"Bakery, Desserts, Bakery",1,3.1
"Fast Food, North Indian, Bakery",1,3.1
"South Indian, North Indian, Chinese, Mughlai",1,3.1
"Continental, Chinese, North Indian, Mughlai",1,3.1
"Mexican, Lebanese, Italian, Continental, Thai",1,3.1
"Fast Food, Chinese, Italian",1,3.1
"Asian, Thai, Chinese, North Indian",1,3.1
"North Indian, Mughlai, South Indian, Chinese",1,3.1
"North Indian, South Indian, Chinese, Mithai, Fast Food",1,3.1
"Chinese, North Indian, South Indian, Healthy Food",1,3.1
"Beverages, Ice Cream",1,3.1
"Beverages, Juices",1,3.1
"North Indian, Healthy Food, Rajasthani",1,3.1
"Cafe, American, Tea",1,3.1
"Mughlai, Continental, Chinese",1,3.1
"North Indian, Fast Food, Bihari",1,3.1
"Chinese, Continental, Italian, North Indian",1,3.1
"Bakery, Fast Food, Pizza",1,3.1
"Mughlai, Lucknowi, Awadhi",2,3.1
"Finger Food, Continental, North Indian, Chinese",1,3.1
"South Indian, Fast Food, Street Food",1,3.1
"Asian, Japanese",1,3.1
"Japanese, French",1,3.1
"Ice Cream, Desserts, Cafe",1,3.1
"Street Food, North Indian, South Indian, Chinese",1,3.1
"Thai, Chinese, Seafood",1,3.1
"North Indian, South Indian, Chinese, Street Food, Mithai",2,3.0999999999999996
"North Indian, South Indian, Chinese, Fast Food, Mithai",2,3.0999999999999996
Rajasthani,4,3.0999999999999996
"Chinese, Italian, Fast Food",3,3.0666666666666664
"North Indian, South Indian, Chinese, Street Food",2,3.05
"North Indian, Chinese, Raw Meats",2,3.05
"Cafe, North Indian, Fast Food",2,3.05
"Continental, Chinese, North Indian",7,3.042857142857143
"North Indian, Chinese, South Indian, Mithai",5,3.04
"North Indian, Chinese, Continental",65,3.036923076923077
Mediterranean,4,3.0250000000000004
"Cafe, Bakery",16,3.00625
"Continental, Mexican, Mediterranean",1,3.0
"North Indian, Biryani, Chinese",1,3.0
"Chinese, Mexican, Fast Food, Continental",1,3.0
"Chinese, Mexican, Italian",1,3.0
"Naga, Tibetan, Chinese, Bakery",1,3.0
"Asian, Continental, Italian, North Indian",1,3.0
"Cafe, Healthy Food, North Indian",1,3.0
"Ice Cream, Desserts, Fast Food",1,3.0
"Finger Food, North Indian, Continental, Chinese, Italian",1,3.0
"Juices, Beverages, Fast Food",1,3.0
"Burger, Fast Food, Chinese, Bakery",1,3.0
"Fast Food, French",1,3.0
"Italian, Continental, North Indian, Chinese",2,3.0
"North Indian, South Indian, Continental, Fast Food",1,3.0
"South Indian, North Indian, Street Food",1,3.0
"South Indian, Street Food, Desserts",1,3.0
"Chinese, North Indian, Italian, Mughlai",1,3.0
"Japanese, Thai, Chinese",1,3.0
"Chinese, Thai, Seafood, North Indian, Italian",1,3.0
"North Eastern, North Indian",1,3.0
"Mithai, North Indian, South Indian, Chinese, Street Food",2,3.0
"Singaporean, Chinese, Seafood, Malay, Indian",1,3.0
"Chinese, Canadian",1,3.0
"North Indian, Fast Food, Afghani",1,3.0
"North Indian, Continental, Mughlai",1,3.0
"European, Sushi, Italian",1,3.0
"Korean, Chinese",1,3.0
"North Indian, Street Food, Fast Food, Chinese, South Indian, Mithai",1,3.0
"Continental, Chinese, Japanese, North Indian, Thai",1,3.0
"Mithai, Bakery, Street Food, Chinese, South Indian",1,3.0
"Chinese, Biryani, North Indian",1,3.0
"South Indian, North Indian",19,2.9894736842105263
"Mughlai, North Indian, Chinese",18,2.9833333333333334
"North Indian, Chinese, Street Food",6,2.983333333333333
"Mithai, Street Food, Chinese",2,2.95
Modern Australian,2,2.9000000000000004
"North Indian, Chinese, Italian, Fast Food",2,2.9000000000000004
"American, Fast Food, Salad, Healthy Food",62,2.9000000000000004
"Bakery, Mithai, Fast Food",1,2.9
"Bakery, Italian, Fast Food, Chinese, Continental",1,2.9
"Bakery, Fast Food, Street Food",1,2.9
"Fast Food, South Indian, Chinese, Mithai",1,2.9
"Fast Food, Street Food, Chinese",1,2.9
"North Indian, Mughlai, Fast Food",3,2.9
"North Indian, Mughlai, Chinese, Raw Meats",1,2.9
"Asian, North Indian, Japanese",1,2.9
"Street Food, Bakery",2,2.9
"Fast Food, Chinese, Mithai, Street Food",1,2.9
"South Indian, Fast Food",9,2.9
"Mithai, South Indian, Chinese, Street Food, North Indian",1,2.9
"North Indian, Fast Food, Chinese, Japanese, Asian, Italian",1,2.9
"North Indian, Fast Food, Chinese, Continental",1,2.9
"Mithai, North Indian, Street Food, Chinese, South Indian, Indian",1,2.9
"Mithai, North Indian, Chinese",1,2.9
"Desserts, Mithai",1,2.9
"North Indian, Fast Food, Biryani",1,2.9
"North Indian, Chinese, Fast Food, South Indian",1,2.9
"Arabian, North Indian",1,2.9
"North Indian, Chinese, Fast Food, Mithai",1,2.9
"Ice Cream, Street Food",1,2.9
"North Indian, Chinese, Fast Food, Desserts",1,2.9
"Kashmiri, North Indian",1,2.9
"Street Food, North Indian, South Indian",1,2.9
Kerala,5,2.9
"North Indian, Chinese, South Indian, Bakery",1,2.9
Cafe,299,2.890969899665552
"North Indian, Mughlai",334,2.888622754491018
Finger Food,49,2.8755102040816327
"Portuguese, African",4,2.875
"Italian, Pizza, Fast Food",36,2.875
"Mithai, North Indian, South Indian, Street Food",3,2.8666666666666667
"Street Food, Desserts",3,2.8666666666666667
"North Indian, Italian, Chinese",6,2.8666666666666667
"Desserts, Beverages",14,2.8642857142857143
"South Indian, North Indian, Chinese",42,2.8642857142857143
Hyderabadi,2,2.85
"North Indian, South Indian, Fast Food, Street Food, Mithai",2,2.85
"Chinese, Continental, North Indian",6,2.85
"Chinese, Seafood, Japanese",3,2.8333333333333335
"Ice Cream, Desserts, Beverages",3,2.8333333333333335
"American, Italian",5,2.82
"Fast Food, North Indian, Chinese, Desserts",1,2.8
"North Indian, American, Italian",1,2.8
"Continental, Italian, North Indian, Lebanese",1,2.8
"Asian, Bakery",1,2.8
"Cafe, Fast Food, Asian, Italian",1,2.8
"Chinese, Healthy Food",1,2.8
"Chinese, Thai, Fast Food",4,2.8
"Biryani, Chinese, North Indian",1,2.8
"Chinese, North Indian, Seafood",1,2.8
"North Indian, Mughlai, Chinese, Continental, Fast Food",1,2.8
"South Indian, North Indian, Chinese, Street Food, Fast Food",1,2.8
"South Indian, North Indian, Fast Food",1,2.8
"North Indian, South Indian, Fast Food, Street Food, Chinese, Desserts, Mithai",1,2.8
"Cafe, North Indian, Italian, Chinese",1,2.8
"Chinese, Cafe",1,2.8
"Mughlai, Afghani",1,2.8
"South Indian, Chinese, Fast Food, Mithai",1,2.8
"North Indian, Street Food, South Indian, Fast Food, Chinese",2,2.8
"Chinese, Continental, Mexican",1,2.8
"Mithai, Bakery, Street Food",1,2.8
"Fast Food, Tea",1,2.8
"North Indian, Fast Food, Chinese",9,2.7777777777777777
"Ice Cream, Desserts",83,2.774698795180723
"North Indian, South Indian, Fast Food",9,2.7666666666666666
"Fast Food, North Indian, Chinese",11,2.7545454545454544
"Fast Food, North Indian, Desserts, Ice Cream",2,2.75
"Mithai, North Indian, Chinese, Street Food",2,2.75
"North Indian, Chinese, Mughlai",70,2.74
"Raw Meats, North Indian, Fast Food",49,2.7346938775510203
"Cafe, Continental, Chinese",4,2.725
"North Indian, Continental, Chinese",18,2.7222222222222223
"North Indian, Chinese, Fast Food",68,2.7205882352941178
Desserts,53,2.7150943396226417
Healthy Food,15,2.7133333333333334
"Street Food, North Indian",12,2.7083333333333335
"Mithai, Street Food, North Indian, South Indian, Chinese",1,2.7
"Street Food, South Indian, Chinese",1,2.7
"North Indian, Continental, Chinese, Fast Food",1,2.7
"Mughlai, North Indian, Bengali, Continental",1,2.7
"North Indian, Mithai, South Indian, Street Food, Fast Food",1,2.7
"Fast Food, North Indian, Chinese, South Indian, Ice Cream",1,2.7
"North Indian, Italian, Mexican",1,2.7
"Biryani, North Indian, Fast Food",1,2.7
"Mithai, North Indian, South Indian, Chinese, Fast Food",1,2.7
"Fast Food, Maharashtrian, North Indian",1,2.7
"Fast Food, North Indian, South Indian, Chinese",1,2.7
"Chinese, North Indian, Continental, Mexican",1,2.7
"North Indian, Beverages",1,2.7
"North Indian, Biryani, Fast Food, Chinese",1,2.7
"Mithai, Street Food, South Indian, Chinese, North Indian",1,2.7
"North Indian, Chinese, Biryani",1,2.7
"North Indian, Fast Food, Chinese, Mithai",1,2.7
"North Indian, South Indian, Chinese, Mithai",3,2.6999999999999997
"North Indian, Street Food",22,2.6954545454545453
"North Indian, Chinese, South Indian, Fast Food",10,2.69
"Italian, Pizza, Bakery",8,2.6625
"Healthy Food, Beverages",4,2.6500000000000004
"Cafe, Chinese, Italian",4,2.65
"Pizza, Fast Food",131,2.629007633587786
"North Indian, Biryani, Fast Food",1,2.6
"North Indian, Afghani",1,2.6
"Tibetan, Fast Food",1,2.6
"Chinese, North Indian, Mithai, Street Food",1,2.6
"Continental, European, North Indian",2,2.6
"North Indian, Continental, Chinese, Mexican, Italian, Desserts",1,2.6
"Cafe, Italian, Salad",1,2.6
"North Indian, South Indian, Mughlai",3,2.6
"North Indian, Kashmiri, Mughlai",1,2.6
"North Indian, South Indian, Chinese, Street Food, Fast Food",1,2.6
"North Indian, Mithai, Street Food",2,2.6
"Fast Food, Desserts, Ice Cream, Beverages",1,2.6
"American, Tex-Mex, Italian, Mexican, North Indian",2,2.5999999999999996
"North Indian, Rajasthani",4,2.5999999999999996
"North Indian, Mughlai, Chinese, Fast Food",8,2.5875
"North Indian, Italian, Continental",7,2.585714285714286
"North Indian, Mughlai, Chinese",197,2.568527918781726
"Fast Food, Bakery",9,2.566666666666667
"Chinese, North Indian, Mughlai",8,2.5625
"North Indian, Chinese, Mughlai, Fast Food",2,2.55
"Biryani, North Indian",18,2.5388888888888888
"North Indian, South Indian, Chinese, Fast Food",13,2.5384615384615383
"Mughlai, Biryani",8,2.5375
"Bakery, Italian, Chinese, Mexican",3,2.533333333333333
"Cafe, Beverages",3,2.5
"North Indian, South Indian, Street Food, Fast Food, Mithai",1,2.5
"Italian, Fast Food",10,2.5
"Fast Food, North Indian, Chinese, Desserts, Ice Cream",1,2.5
"North Indian, Street Food, Chinese, South Indian",1,2.5
"Bakery, Fast Food, Chinese",4,2.5
"North Indian, South Indian, Street Food",3,2.5
"North Indian, Chinese, Street Food, Fast Food",1,2.5
"American, Chinese, North Indian",1,2.5
"Street Food, Mithai, South Indian, North Indian, Chinese",1,2.5
"North Indian, Chinese, Mexican, Lebanese, Italian, Fast Food",1,2.5
Kashmiri,8,2.5
Beverages,54,2.4833333333333334
"Chinese, North Indian, Italian",4,2.475
"Ice Cream, Beverages",3,2.466666666666667
"Street Food, South Indian, Mithai",5,2.44
"South Indian, Chinese",34,2.426470588235294
"South Indian, Chinese, North Indian",4,2.425
"North Indian, Chinese",511,2.4217221135029354
"North Indian, Fast Food",74,2.4216216216216213
"Coffee and Tea, Modern Australian",1,2.4
Lucknowi,3,2.4
"North Indian, South Indian, Chinese, Mughlai",1,2.4
"North Indian, Mithai, South Indian, Street Food, Chinese",1,2.4
"Lebanese, Chinese, Fast Food",1,2.4
"Chinese, Fast Food, North Indian, South Indian, Street Food, Mithai",1,2.4
"Mughlai, Fast Food, North Indian",1,2.4
"North Indian, Chinese, South Indian, Street Food, Mithai",1,2.4
"North Indian, Chinese, Sri Lankan",1,2.4
"Beverages, Fast Food",15,2.4
"Fast Food, Italian",7,2.4
"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai",1,2.4
"Bakery, Fast Food",108,2.399074074074074
"Fast Food, North Indian",46,2.373913043478261
South Indian,112,2.3705357142857144
"Bakery, Fast Food, Desserts",3,2.3666666666666667
"Fast Food, Desserts",4,2.35
"North Indian, Fast Food, South Indian",4,2.35
"Fast Food, Beverages",44,2.3272727272727276
"Bakery, Desserts",170,2.3176470588235296
"Chinese, North Indian, South Indian, Street Food",1,2.3
"North Indian, Bengali",4,2.275
"Kerala, South Indian",3,2.266666666666667
"Fast Food, Street Food",18,2.2666666666666666
"North Indian, Biryani",15,2.253333333333333
Pizza,53,2.207547169811321
"Burger, German, Sandwich",1,2.2
"Lucknowi, Mughlai",1,2.2
"European, North Indian, Chinese",1,2.2
"North Indian, Chinese, Bakery",1,2.2
"Bengali, North Indian",6,2.1999999999999997
"Desserts, Street Food",7,2.185714285714286
"Chinese, North Indian, Fast Food",6,2.183333333333333
Street Food,149,2.1617449664429533
"Tibetan, Chinese",13,2.161538461538462
"Burger, Fast Food, Chinese",3,2.1333333333333333
Fast Food,354,2.118361581920904
"American, Fast Food, Burger",7,2.1142857142857143
"Fast Food, Chinese",41,2.112195121951219
"Fast Food, South Indian",2,2.1
"Fast Food, Beverages, Desserts",2,2.1
"North Indian, South Indian, Street Food, Chinese, Fast Food, Mithai",1,2.1
"Cafe, Mexican",2,2.1
"Continental, Fast Food, Italian",2,2.1
"North Indian, Street Food, Fast Food",3,2.1
"Mughlai, North Indian",60,2.091666666666667
"Chinese, Mughlai, North Indian",11,2.090909090909091
Ice Cream,74,2.09054054054054
"Chinese, South Indian, North Indian",3,2.066666666666667
"Finger Food, North Indian, Chinese",3,2.0666666666666664
"Chinese, Fast Food",118,2.055084745762712
"North Indian, Mughlai, Seafood",2,2.05
Chinese,354,2.042090395480226
"Fast Food, Pizza",11,2.0272727272727273
"Mithai, North Indian",6,2.0166666666666666
"Biryani, Mughlai",17,2.011764705882353
"Chinese, North Indian, South Indian, Fast Food",1,2.0
"Cafe, North Indian, Continental",3,1.9666666666666668
"Street Food, Mithai",18,1.9666666666666666
"North Indian, South Indian, Chinese",46,1.9434782608695653
"North Indian, Chinese, South Indian",34,1.9382352941176473
"Raw Meats, Fast Food, North Indian",8,1.9249999999999998
Bakery,218,1.9243119266055047
"Chinese, North Indian",105,1.9038095238095238
"Continental, North Indian, South Indian",2,1.9
"Tea, Fast Food",8,1.9
"Fast Food, North Indian, Beverages",2,1.9
"Mithai, Street Food",116,1.893103448275862
North Eastern,2,1.85
"Cafe, Continental, Fast Food, Italian",2,1.85
"European, American, Street Food",2,1.85
"Raw Meats, Fast Food",44,1.8340909090909092
"Street Food, Chinese, North Indian",2,1.8
"Bar Food, Brazilian",2,1.8
"Beverages, Desserts",2,1.8
"North Indian, Street Food, Mithai",5,1.78
Drinks Only,2,1.75
"South Indian, Street Food, Mithai",2,1.75
"Cafe, Bakery, Fast Food",2,1.7
"Italian, North Indian",2,1.7
"North Indian, Chinese, Continental, Mughlai",2,1.7
North Indian,936,1.6723290598290599
"Healthy Food, Juices",4,1.65
"North Indian, Mughlai, South Indian",2,1.65
"Chinese, Bakery",2,1.65
"Fast Food, Street Food, Beverages",2,1.65
Mithai,71,1.6267605633802817
"North Indian, Mughlai, Awadhi",2,1.6
"North Indian, Mughlai, Continental",2,1.6
"Chinese, South Indian",11,1.5999999999999999
Mughlai,103,1.5640776699029126
"North Indian, South Indian",35,1.5542857142857143
"Mexican, Italian",2,1.55
"North Indian, Mithai",4,1.5499999999999998
"Chinese, Fast Food, North Indian",6,1.5166666666666666
"Mughlai, Chinese",6,1.5166666666666666
"North Indian, Finger Food",2,1.5
"South Indian, Biryani",3,1.5
"Lebanese, Arabian, Moroccan",3,1.5
"Chinese, South Indian, Fast Food",4,1.475
"Mithai, Street Food, North Indian",4,1.4500000000000002
"Chinese, Fast Food, Bakery",2,1.45
"South Indian, Fast Food, Chinese",2,1.45
"Bakery, Chinese",5,1.44
"Chinese, Street Food",2,1.4
"Mithai, Street Food, Fast Food",2,1.4
Biryani,54,1.3981481481481481
"Mughlai, Fast Food",5,1.34
Nepalese,3,1.3333333333333333
"Street Food, Fast Food",9,1.2666666666666666
"Mithai, South Indian, Street Food",3,1.1666666666666667
"Ice Cream, Beverages, Fast Food",6,1.0333333333333334
"Mithai, Bakery",3,1.0333333333333334
"Chinese, North Indian, South Indian",6,1.0333333333333332
"Desserts, Ice Cream, Fast Food",3,1.0
"Bakery, Mithai",6,1.0
"South Indian, Chinese, Fast Food",3,0.9666666666666667
"Mithai, Chinese",3,0.9333333333333332
"Mithai, Fast Food",7,0.9285714285714286
"Raw Meats, North Indian",3,0.8666666666666667
Juices,4,0.8
"Fast Food, North Indian, South Indian",3,0.7333333333333334
Afghani,4,0.725
Tea,6,0.5666666666666667
"Street Food, Chinese",6,0.5499999999999999
"Afghani, North Indian, Pakistani, Arabian",1,0.0
"American, Bar Food, BBQ",1,0.0
"Brazilian, Cafe",1,0.0
"Brazilian, Mineira",1,0.0
"Street Food, Mithai, North Indian, South Indian, Chinese",1,0.0
"Juices, Fast Food",1,0.0
"Cafe, Fast Food, Bakery",1,0.0
Raw Meats,3,0.0
"Raw Meats, North Indian, Chinese",1,0.0
"Cafe, French",1,0.0
"North Eastern, North Indian, Chinese",1,0.0
"North Indian, Awadhi",1,0.0
"Chinese, Lucknowi",1,0.0
"Tibetan, Street Food",1,0.0
"Continental, North Indian, Fast Food, Street Food, South Indian",1,0.0
"Continental, Lebanese, Mexican",1,0.0
"Italian, Chinese",2,0.0
"Indian, Persian",1,0.0
"Bakery, North Indian",1,0.0
"Bakery, Pizza",1,0.0
"Bengali, Chinese",1,0.0
"North Indian, Chinese, Tibetan",1,0.0
"Hyderabadi, Biryani",1,0.0
"North Indian, Chinese, Italian, Thai",1,0.0
"North Indian, Chinese, Kashmiri",1,0.0
"Chinese, Fast Food, Pizza",1,0.0
"Chinese, Indian",1,0.0
"Chinese, Italian",1,0.0
Cuisine Varies,1,0.0
"Ice Cream, Bakery",1,0.0
"Nepalese, Tibetan",1,0.0
"Raw Meats, Street Food",1,0.0
"Chinese, North Indian, Fast Food, Street Food",1,0.0
"Continental, Italian, Fast Food",1,0.0
"Seafood, Mughlai, North Indian",1,0.0
"Italian, Continental, Fast Food, North Indian",1,0.0
"Mithai, Street Food, North Indian, South Indian",1,0.0
"Fast Food, Raw Meats",1,0.0
"Cafe, Mexican, Continental",1,0.0
"Cafe, North Eastern",1,0.0
"Bakery, Desserts, Fast Food, Mithai",1,0.0
"Pizza, Burger, Fast Food",1,0.0
"Pizza, Fast Food, Bakery",1,0.0
"Pizza, Ice Cream",1,0.0
"Greek, Mediterranean, Middle Eastern",1,0.0
"Chinese, Mithai",2,0.0
"Italian, Continental, American",1,0.0
"Chinese, North Eastern",1,0.0
"South Indian, Chinese, Continental",1,0.0
"American, Italian, North Indian, Chinese",1,0.0
"Mithai, North Indian, Street Food",1,0.0
"Mithai, South Indian, Chinese, Street Food",1,0.0
"Fast Food, South Indian, Mithai",1,0.0
"Mithai, North Indian, South Indian, Chinese, Street Food, Bakery",1,0.0
"Desserts, Ice Cream, Pizza",1,0.0
"Desserts, North Indian",1,0.0
"Bakery, Desserts, Healthy Food",1,0.0
"Bakery, Healthy Food",1,0.0
"North Indian, Fast Food, Mithai",1,0.0
"Fast Food, Mughlai",1,0.0
"Fast Food, Mughlai, Armenian",1,0.0
"North Indian, Continental, South Indian, Chinese",1,0.0
"South Indian, Chinese, Mughlai",1,0.0
"South Indian, Fast Food, North Indian, Chinese",1,0.0
"South Indian, Nepalese",1,0.0
"Continental, Chinese, Fast Food",1,0.0
"Mithai, Bakery, North Indian",1,0.0
Awadhi,1,0.0
"Awadhi, Mughlai",1,0.0
"Awadhi, Mughlai, North Indian",1,0.0
"Awadhi, North Indian",1,0.0
"North Indian, Lucknowi",1,0.0
"North Indian, Indian",1,0.0
"Fast Food, Chinese, Burger",1,0.0
"North Indian, South Indian, Italian, Chinese",1,0.0
"North Indian, South Indian, Mithai",1,0.0
"Bakery, Chinese, North Indian",1,0.0
"South Indian, Chinese, Mithai",1,0.0
"Continental, Chinese, North Indian, Indian",1,0.0
"South Indian, Pizza, Chinese",1,0.0
"South Indian, Street Food, Chinese",1,0.0
"South Indian, Street Food",1,0.0
"North Indian, Mughlai, Armenian",1,0.0
"North Indian, Rajasthani, Gujarati",1,0.0
"North Indian, Seafood",1,0.0
"Beverages, Healthy Food",1,0.0
"North Indian, South Indian, Bakery, Italian",1,0.0
"North Indian, South Indian, Chinese, Fast Food, Bakery, Mithai",1,0.0
"North Indian, South Indian, Chinese, Healthy Food, Bakery",1,0.0
"Fast Food, Desserts, Beverages",1,0.0
"Cafe, Tibetan",1,0.0
"Asian, North Indian, Mughlai",1,0.0
Assamese,1,0.0
"North Indian, South Indian, Bakery, Beverages",1,0.0
"North Indian, Mughlai, Mughlai",1,0.0
"North Indian, Mughlai, Nepalese, Tibetan, Korean",1,0.0
"Italian, Fast Food, South Indian",1,0.0
"North Indian, Mithai, Chinese",1,0.0
